"Status","Year","Ethnicity","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Mixed","Communications","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Debt","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Ministry of Justice (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
