"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","No function","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","EO","40","40","26780","27230"
"In post","2021","Declared disabled","No function","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","HEO","40","40","30270","30450"
"In post","2021","Declared disabled","No function","Psychology","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","AA","15","15","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","AO","70","70","22390","22510"
"In post","2021","Declared disabled","No function","Science and Engineering","EO","65","65","26930","27200"
"In post","2021","Declared disabled","No function","Science and Engineering","G6","15","10","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","G7","115","110","51570","51240"
"In post","2021","Declared disabled","No function","Science and Engineering","HEO","135","130","30960","29160"
"In post","2021","Declared disabled","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Science and Engineering","SEO","135","125","39500","38580"
"In post","2021","Declared disabled","No function","Security","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","AO","125","115","20560","20140"
"In post","2021","Declared disabled","No function","Tax","EO","185","165","27560","28110"
"In post","2021","Declared disabled","No function","Tax","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","G7","140","130","53860","52580"
"In post","2021","Declared disabled","No function","Tax","HEO","340","315","33370","31810"
"In post","2021","Declared disabled","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Tax","SEO","140","130","39610","38630"
"In post","2021","Declared disabled","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","AO","80","70","20780","20140"
"In post","2021","Declared disabled","No function","Unknown","EO","70","70","27430","27500"
"In post","2021","Declared disabled","No function","Unknown","G6","25","25","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","G7","70","65","55260","54700"
"In post","2021","Declared disabled","No function","Unknown","HEO","100","100","33560","34550"
"In post","2021","Declared disabled","No function","Unknown","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Veterinarian","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","HEO","30","30","30940","30910"
"In post","2021","Declared disabled","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Commercial","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","HEO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Digital, Data and Technology","SEO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","SEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Finance","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","HEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","AO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","EO","60","55","26380","26000"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","G7","30","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","HEO","50","40","32280","31810"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","SEO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","EO","125","115","22190","21380"
"In post","2021","Declared disabled","Project Delivery","Other","G6","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","HEO","100","95","29640","29630"
"In post","2021","Declared disabled","Project Delivery","Other","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Other","SEO","65","60","38680","39290"
"In post","2021","Declared disabled","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Policy","G6","45","45","66650","67820"
"In post","2021","Declared disabled","Project Delivery","Policy","G7","85","80","54730","55620"
"In post","2021","Declared disabled","Project Delivery","Policy","HEO","40","40","35070","33930"
