"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","G7","Heterosexual / straight","35","[c]","54920","54110"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","HEO","Heterosexual / straight","135","[c]","32870","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","HEO","Unknown","80","[c]","31750","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SEO","Heterosexual / straight","50","[c]","42050","42470"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","Heterosexual / straight","4380","[c]","21640","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","LGBO","425","[c]","21460","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","Undeclared","245","[c]","21590","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","Unknown","480","[c]","21380","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","Heterosexual / straight","8310","[c]","28590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","LGBO","895","[c]","28400","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","Undeclared","495","[c]","28650","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","Unknown","1185","[c]","28660","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","Heterosexual / straight","95","[c]","54900","55000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","Heterosexual / straight","175","[c]","33360","31990"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","Unknown","35","[c]","34580","34290"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","Heterosexual / straight","105","[c]","38230","38000"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","Unknown","30","[c]","39120","39250"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","Heterosexual / straight","45","[c]","26510","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","Unknown","160","[c]","26560","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","Unknown","70","[c]","65970","66230"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","Heterosexual / straight","30","[c]","52460","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","Unknown","130","[c]","52110","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","Heterosexual / straight","80","[c]","31970","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","HEO","Unknown","310","[c]","31850","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","Unknown","35","[c]","103820","90000"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","Heterosexual / straight","35","[c]","39330","40650"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO","Unknown","125","[c]","39740","40650"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","AA","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
