"Status","Year","Age","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Legal","Ministry of Justice (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Legal","National Crime Agency","Legal","20","20","56310","59160"
"In post","2021","30-39","Legal","Office for Standards in Education, Children's Services and Skills","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Legal","Office of Gas and Electricity Markets","Legal","35","30","57280","56010"
"In post","2021","30-39","Legal","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Office of Rail and Road","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Legal","Office of the Public Guardian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Office of the Public Guardian","Operational Delivery","15","15","24830","22570"
"In post","2021","30-39","Legal","Scottish Courts and Tribunals Service","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Legal","Scottish Courts and Tribunals Service","Operational Delivery","355","330","27290","26550"
"In post","2021","30-39","Legal","Scottish Courts and Tribunals Service","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Legal","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Serious Fraud Office","Legal","35","35","53430","52390"
"In post","2021","30-39","Legal","UK Export Finance","Legal","10","10","70330","75970"
"In post","2021","30-39","Legal","UK Intellectual Property Office","Legal","10","10","[c]","[c]"
"In post","2021","30-39","Legal","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Advisory, Conciliation and Arbitration Service","Operational Delivery","190","180","28840","30950"
"In post","2021","30-39","No function","Animal and Plant Health Agency","Operational Delivery","275","260","26150","24920"
"In post","2021","30-39","No function","Animal and Plant Health Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Animal and Plant Health Agency","Science and Engineering","110","100","30320","28340"
"In post","2021","30-39","No function","Animal and Plant Health Agency","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","No function","Animal and Plant Health Agency","Veterinarian","90","85","38290","37240"
"In post","2021","30-39","No function","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Cabinet Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Cabinet Office (excl. agencies)","Other","10","10","51210","54700"
"In post","2021","30-39","No function","Cabinet Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Cabinet Office (excl. agencies)","Unknown","960","950","48710","54700"
"In post","2021","30-39","No function","Centre for Environment, Fisheries and Aquaculture Science","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Charity Commission","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Companies House","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Companies House","Operational Delivery","115","100","23900","22490"
"In post","2021","30-39","No function","Companies House","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Companies House","Policy","10","10","[c]","[c]"
"In post","2021","30-39","No function","Criminal Injuries Compensation Authority","Operational Delivery","80","75","24860","22570"
"In post","2021","30-39","No function","Crown Commercial Service","Operational Delivery","55","55","38300","34800"
"In post","2021","30-39","No function","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Crown Office and Procurator Fiscal Service","Operational Delivery","275","255","26530","25410"
"In post","2021","30-39","No function","Crown Office and Procurator Fiscal Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Defence Science and Technology Laboratory","Operational Research","60","60","44330","46080"
"In post","2021","30-39","No function","Defence Science and Technology Laboratory","Psychology","5","5","[c]","[c]"
"In post","2021","30-39","No function","Defence Science and Technology Laboratory","Science and Engineering","510","500","39620","37320"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","10","10","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","40","40","60680","57970"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","15","15","55700","54650"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","10","10","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","125","120","49330","53380"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","1010","985","52550","53600"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Digital, Culture, Media and Sport","Other","20","20","43660","34280"
"In post","2021","30-39","No function","Department for Digital, Culture, Media and Sport","Policy","395","385","52220","51940"
"In post","2021","30-39","No function","Department for Education (excl. agencies)","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Education (excl. agencies)","Finance","15","15","47000","50710"
"In post","2021","30-39","No function","Department for Education (excl. agencies)","Operational Delivery","140","130","40460","36780"
"In post","2021","30-39","No function","Department for Education (excl. agencies)","Policy","590","560","47020","49860"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","45","40","53390","54280"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","25","25","38500","36520"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","675","650","44470","39680"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","55","50","40860","38750"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","15","15","44710","41130"
"In post","2021","30-39","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for International Trade","Communications","10","10","44210","42720"
"In post","2021","30-39","No function","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for International Trade","International Trade","385","385","51270","51970"
"In post","2021","30-39","No function","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for International Trade","Operational Delivery","15","15","42030","35140"
"In post","2021","30-39","No function","Department for International Trade","Other","30","30","47290","46630"
"In post","2021","30-39","No function","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for International Trade","Policy","60","60","49820","51970"
"In post","2021","30-39","No function","Department for International Trade","Project Delivery","10","10","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Commercial","20","20","52420","54110"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Corporate Finance","10","10","60110","54110"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Finance","20","20","50110","54700"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","International Trade","10","10","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Operational Delivery","15","15","39850","40510"
"In post","2021","30-39","No function","Department for Transport (excl. agencies)","Other","60","55","39040","31380"
