"Status","Year","Age","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Ministry of Defence","EO","15","[c]","21950","21460"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Ministry of Defence","G6/G7","20","[c]","50530","49770"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","Ministry of Defence","SEO/HEO","75","[c]","33020","32710"
"Leaver Dept.","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","95","[c]","55750","53600"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","50","[c]","36860","38620"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","45","[c]","55030","51710"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","25","[c]","34060","32700"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","Department for Education","G6/G7","25","[c]","57290","54400"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","Department for Education","SEO/HEO","30","[c]","36910","37100"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","Department for Education","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","40","[c]","56490","54700"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","70","[c]","36280","35900"
"Leaver Dept.","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Development","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Department for International Trade","G6/G7","35","[c]","54370","51970"
"Leaver Dept.","2021","30-39","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","Department for International Trade","SEO/HEO","30","[c]","37030","37510"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","G6/G7","35","[c]","57350","54760"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","40","[c]","39450","42230"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","95","[c]","21160","21010"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","180","[c]","28030","27570"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","30","[c]","60140","59420"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","55","[c]","34710","31990"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","20","[c]","20190","21170"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","20","[c]","33840","31860"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","10","[c]","36070","34370"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Department for Education","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","Food Standards Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","45","[c]","56870","54450"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","35","[c]","38860","39630"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","Attorney General's Departments","G6/G7","25","[c]","53770","51330"
"Leaver Dept.","2021","30-39","Government Legal Department","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","55","[c]","20160","19930"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","EO","35","[c]","23690","22640"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","25","[c]","32030","30940"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","AA/AO","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","210","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","100","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","120","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","AA/AO","55","[c]","22100","21430"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","EO","110","[c]","25860","25040"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","G6/G7","60","[c]","58750","57460"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","Home Office","SEO/HEO","120","[c]","37170","36440"
"Leaver Dept.","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
