"Status","Year","Disability","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Digital, Data & Technology","Education and Skills Funding Agency","Department for Education","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","FCDO Services","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Health and Safety Executive","Department for Work and Pensions","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Ministry of Justice","20","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Land Registry","HM Land Registry","40","40","36860","38450"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","205","195","38620","35000"
"In post","2021","Declared disabled","Digital, Data & Technology","HM Treasury (excl. agencies)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Met Office","Department for Business, Energy and Industrial Strategy","45","45","35930","33860"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Ministry of Defence","95","90","30300","27170"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Ministry of Justice","75","75","44530","42000"
"In post","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","National Crime Agency","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Public Health England","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Registers of Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Serious Fraud Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Submarine Delivery Agency","Ministry of Defence","15","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","The National Archives","The National Archives","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Hydrographic Office","Ministry of Defence","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","United Kingdom Statistics Authority","45","40","39910","36030"
"In post","2021","Declared disabled","Digital, Data & Technology","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data & Technology","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Cabinet Office (excl. agencies)","Cabinet Office","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Crown Prosecution Service","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Defence Equipment and Support","Ministry of Defence","70","65","34640","30100"
"In post","2021","Declared disabled","Finance","Defence Science and Technology Laboratory","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Education (excl. agencies)","Department for Education","30","30","41860","37880"
"In post","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40","40","40730","37190"
"In post","2021","Declared disabled","Finance","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department for Transport (excl. agencies)","Department for Transport","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","Driver and Vehicle Licensing Agency","Department for Transport","15","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Driver and Vehicle Standards Agency","Department for Transport","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Education and Skills Funding Agency","Department for Education","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
