"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Operational Research","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","London","SEO/HEO","HEO","10","[c]","35750","35120"
"Leaver Dept.","2021","Operational Research","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","EO","EO","45","[c]","27760","27350"
"Leaver Dept.","2021","Other","London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","G6/G7","G7","20","[c]","55930","55860"
"Leaver Dept.","2021","Other","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","London","SEO/HEO","HEO","35","[c]","33760","32830"
"Leaver Dept.","2021","Other","London","SEO/HEO","SEO","15","[c]","40880","41960"
"Leaver Dept.","2021","Other","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","AA/AO","AO","30","[c]","20920","20920"
"Leaver Dept.","2021","Other","Outside London","EO","EO","45","[c]","23760","24890"
"Leaver Dept.","2021","Other","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","G6/G7","G7","15","[c]","53830","54270"
"Leaver Dept.","2021","Other","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Outside London","SEO/HEO","HEO","35","[c]","29400","30000"
"Leaver Dept.","2021","Other","Outside London","SEO/HEO","SEO","25","[c]","36420","36280"
"Leaver Dept.","2021","Other","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","London","EO","EO","160","[c]","28150","27680"
"Leaver Dept.","2021","Policy","London","G6/G7","G6","115","[c]","64230","64490"
"Leaver Dept.","2021","Policy","London","G6/G7","G7","380","[c]","53920","53380"
"Leaver Dept.","2021","Policy","London","SCS level","SCS level","80","[c]","86460","76540"
"Leaver Dept.","2021","Policy","London","SEO/HEO","HEO","465","[c]","33700","33210"
"Leaver Dept.","2021","Policy","London","SEO/HEO","SEO","225","[c]","40760","40050"
"Leaver Dept.","2021","Policy","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","AA/AO","AO","15","[c]","21310","21330"
"Leaver Dept.","2021","Policy","Outside London","EO","EO","25","[c]","25540","25300"
"Leaver Dept.","2021","Policy","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","G6/G7","G7","30","[c]","52010","51240"
"Leaver Dept.","2021","Policy","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Outside London","SEO/HEO","HEO","60","[c]","32070","30750"
"Leaver Dept.","2021","Policy","Outside London","SEO/HEO","SEO","65","[c]","38990","37460"
"Leaver Dept.","2021","Policy","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","EO","EO","15","[c]","27540","27070"
"Leaver Dept.","2021","Project Delivery","London","G6/G7","G6","15","[c]","69760","69800"
"Leaver Dept.","2021","Project Delivery","London","G6/G7","G7","30","[c]","56930","57460"
"Leaver Dept.","2021","Project Delivery","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","London","SEO/HEO","HEO","35","[c]","34020","33380"
"Leaver Dept.","2021","Project Delivery","London","SEO/HEO","SEO","30","[c]","42460","42410"
"Leaver Dept.","2021","Project Delivery","Outside London","EO","EO","40","[c]","23650","24750"
"Leaver Dept.","2021","Project Delivery","Outside London","G6/G7","G6","15","[c]","67490","65270"
"Leaver Dept.","2021","Project Delivery","Outside London","G6/G7","G7","50","[c]","51920","54350"
"Leaver Dept.","2021","Project Delivery","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO/HEO","HEO","90","[c]","29700","30490"
"Leaver Dept.","2021","Project Delivery","Outside London","SEO/HEO","SEO","60","[c]","38590","39510"
"Leaver Dept.","2021","Project Delivery","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","EO","EO","15","[c]","25220","25860"
"Leaver Dept.","2021","Property","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","SEO/HEO","HEO","15","[c]","31450","32400"
"Leaver Dept.","2021","Property","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","EO","EO","20","[c]","23790","25670"
"Leaver Dept.","2021","Science and Engineering","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Outside London","G6/G7","G7","20","[c]","49530","49330"
"Leaver Dept.","2021","Science and Engineering","Outside London","SEO/HEO","HEO","40","[c]","29860","28650"
"Leaver Dept.","2021","Science and Engineering","Outside London","SEO/HEO","SEO","20","[c]","37480","37320"
"Leaver Dept.","2021","Science and Engineering","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","London","SEO/HEO","HEO","15","[c]","33590","33040"
"Leaver Dept.","2021","Social Research","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","EO","EO","10","[c]","29090","28650"
"Leaver Dept.","2021","Statistics","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","G6/G7","G7","20","[c]","56520","58130"
"Leaver Dept.","2021","Statistics","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","London","SEO/HEO","HEO","25","[c]","33780","33990"
"Leaver Dept.","2021","Statistics","London","SEO/HEO","SEO","10","[c]","41770","41010"
"Leaver Dept.","2021","Statistics","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Outside London","SEO/HEO","HEO","10","[c]","32620","32010"
"Leaver Dept.","2021","Statistics","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","AA/AO","AO","85","[c]","24250","24800"
"Leaver Dept.","2021","Unknown","London","EO","EO","350","[c]","29030","28570"
"Leaver Dept.","2021","Unknown","London","G6/G7","G6","145","[c]","67200","66250"
"Leaver Dept.","2021","Unknown","London","G6/G7","G7","455","[c]","55440","54700"
"Leaver Dept.","2021","Unknown","London","SCS level","SCS level","110","[c]","85300","78070"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","HEO","555","[c]","34640","34550"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","SEO","245","[c]","41720","41700"
"Leaver Dept.","2021","Unknown","London","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","AA/AO","AO","1060","[c]","20960","21010"
"Leaver Dept.","2021","Unknown","Outside London","EO","EO","920","[c]","27250","27570"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","G6","45","[c]","63980","61660"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","G7","115","[c]","52270","50890"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","HEO","370","[c]","32510","31990"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","SEO","190","[c]","37730","36970"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","EO","EO","25","[c]","27640","27570"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","G6","15","[c]","64500","64290"
"Leaver Dept.","2021","Unknown","Unknown","G6/G7","G7","35","[c]","55340","54700"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","SCS level","10","[c]","83360","74670"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","HEO","545","[c]","31520","32000"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","EO","EO","15","[c]","28360","28350"
"New entrant CS","2021","Commercial","London","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","G6/G7","G7","20","[c]","54240","53680"
"New entrant CS","2021","Commercial","London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","London","SEO/HEO","HEO","20","[c]","34630","34710"
"New entrant CS","2021","Commercial","London","SEO/HEO","SEO","40","[c]","40990","40650"
"New entrant CS","2021","Commercial","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","AA/AO","AO","30","[c]","20880","20920"
"New entrant CS","2021","Commercial","Outside London","EO","EO","75","[c]","24410","25000"
"New entrant CS","2021","Commercial","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Outside London","G6/G7","G7","30","[c]","52730","49930"
"New entrant CS","2021","Commercial","Outside London","SEO/HEO","HEO","75","[c]","30750","29950"
"New entrant CS","2021","Commercial","Outside London","SEO/HEO","SEO","105","[c]","39490","38640"
