"Status","Year","Function_of_post","Organisation","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Legal","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","UK Supreme Court","London","15","[c]","38180","36500"
"Leaver CS","2021","Legal","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Revenue Authority","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","40","[c]","26790","24250"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","135","[c]","28350","24370"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","London","65","[c]","48500","34550"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","45","[c]","33380","28420"
"Leaver CS","2021","No function","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","26820","22490"
"Leaver CS","2021","No function","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","10","[c]","32010","25530"
"Leaver CS","2021","No function","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","10","[c]","46850","53840"
"Leaver CS","2021","No function","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","60","[c]","24990","22220"
"Leaver CS","2021","No function","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","145","[c]","28020","25520"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","145","[c]","52910","52190"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","65","[c]","43330","34020"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","120","[c]","38190","32620"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","40","[c]","35280","30040"
"Leaver CS","2021","No function","Department for International Trade","Department for International Trade","London","75","[c]","36960","31180"
"Leaver CS","2021","No function","Department for International Trade","Department for International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport (excl. agencies)","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Driver and Vehicle Licensing Agency","Department for Transport","Outside London","235","[c]","21160","21590"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","London","20","[c]","31660","30540"
"Leaver CS","2021","No function","Driver and Vehicle Standards Agency","Department for Transport","Outside London","185","[c]","27410","26380"
"Leaver CS","2021","No function","ESTYN","ESTYN","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","Food Standards Agency","London","10","[c]","38730","34630"
"Leaver CS","2021","No function","Food Standards Agency","Food Standards Agency","Outside London","20","[c]","34150","27190"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Government Internal Audit Agency","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","London","10","[c]","63780","56340"
"Leaver CS","2021","No function","Health and Safety Executive","Department for Work and Pensions","Outside London","100","[c]","42470","43960"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","London","270","[c]","24390","22680"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Outside London","965","[c]","20250","19930"
"Leaver CS","2021","No function","HM Courts and Tribunals Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","HM Land Registry","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","HM Land Registry","Outside London","190","[c]","27440","27130"
"Leaver CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","London","440","[c]","53690","42190"
"Leaver CS","2021","No function","HM Prison and Probation Service","Ministry of Justice","Outside London","3665","[c]","31510","29310"
"Leaver CS","2021","No function","HM Treasury (excl. agencies)","HM Treasury","London","50","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","40","[c]","24400","20880"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Legal Aid Agency","Ministry of Justice","Outside London","35","[c]","20550","19930"
"Leaver CS","2021","No function","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Maritime and Coastguard Agency","Department for Transport","Outside London","85","[c]","37040","33920"
"Leaver CS","2021","No function","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","London","45","[c]","48460","45210"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Outside London","15","[c]","37660","30870"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","London","60","[c]","38680","30990"
"Leaver CS","2021","No function","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","10","[c]","24670","20800"
"Leaver CS","2021","No function","National Crime Agency","National Crime Agency","London","55","[c]","47910","41970"
"Leaver CS","2021","No function","National Crime Agency","National Crime Agency","Outside London","85","[c]","38990","37750"
"Leaver CS","2021","No function","National Crime Agency","National Crime Agency","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Chancellor's other departments","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Savings and Investments","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","London","20","[c]","61890","73550"
"Leaver CS","2021","No function","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Outside London","85","[c]","51330","51360"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","40","[c]","51380","40470"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Outside London","25","[c]","29300","23450"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Outside London","10","[c]","67150","41750"
"Leaver CS","2021","No function","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of the Public Guardian","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of the Public Guardian","Ministry of Justice","Outside London","55","[c]","21220","19930"
"Leaver CS","2021","No function","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Outside London","40","[c]","42740","41950"
"Leaver CS","2021","No function","Public Health England","Department of Health and Social Care","London","270","[c]","43560","36330"
"Leaver CS","2021","No function","Public Health England","Department of Health and Social Care","Outside London","425","[c]","38400","31370"
"Leaver CS","2021","No function","Registers of Scotland","Scottish Government","Outside London","20","[c]","27380","24130"
"Leaver CS","2021","No function","Scottish Prison Service","Scottish Government","Outside London","195","[c]","32150","33650"
"Leaver CS","2021","No function","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","The National Archives","London","20","[c]","28410","23450"
"Leaver CS","2021","No function","UK Hydrographic Office","Ministry of Defence","Outside London","30","[c]","35060","33290"
"Leaver CS","2021","No function","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","25","[c]","31650","26860"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","170","[c]","24230","19520"
"Leaver CS","2021","No function","Vehicle Certification Agency","Department for Transport","Outside London","10","[c]","33540","34930"
"Leaver CS","2021","No function","Wales Office","Wales Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
