"Status","Year","Age","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Female","20","20","[c]","[c]"
"In post","2021","60-64","Submarine Delivery Agency","Ministry of Defence","Male","80","70","49010","45710"
"In post","2021","60-64","Teaching Regulation Agency","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Teaching Regulation Agency","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Female","20","15","[c]","[c]"
"In post","2021","60-64","The National Archives","The National Archives","Male","20","20","[c]","[c]"
"In post","2021","60-64","Transport Scotland","Scottish Government","Female","15","10","[c]","[c]"
"In post","2021","60-64","Transport Scotland","Scottish Government","Male","25","25","[c]","[c]"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Export Finance","UK Export Finance","Male","20","20","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2021","60-64","UK Hydrographic Office","Ministry of Defence","Male","30","25","36540","34670"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Female","30","25","27980","25140"
"In post","2021","60-64","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Male","40","30","40750","37240"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Space Agency","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","UK Supreme Court","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Female","240","170","25440","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Male","190","145","26610","19520"
"In post","2021","60-64","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Female","155","125","29220","26000"
"In post","2021","60-64","Valuation Office Agency","HM Revenue and Customs","Male","170","140","38080","33250"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Female","5","5","[c]","[c]"
"In post","2021","60-64","Vehicle Certification Agency","Department for Transport","Male","15","10","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Female","5","5","[c]","[c]"
"In post","2021","60-64","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wales Office","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Water Services Regulation Authority","Water Services Regulation Authority","Male","5","5","[c]","[c]"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Female","220","185","40120","37410"
"In post","2021","60-64","Welsh Government (excl. agencies)","Welsh Government","Male","180","165","48580","47000"
"In post","2021","60-64","Welsh Revenue Authority","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Welsh Revenue Authority","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2021","60-64","Wilton Park","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Accountant in Bankruptcy","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Accountant in Bankruptcy","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Female","15","10","[c]","[c]"
"In post","2021","65+","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Male","25","20","[c]","[c]"
"In post","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Female","25","20","[c]","[c]"
"In post","2021","65+","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Male","45","35","34530","31430"
"In post","2021","65+","Cabinet Office (excl. agencies)","Cabinet Office","Female","25","20","[c]","[c]"
"In post","2021","65+","Cabinet Office (excl. agencies)","Cabinet Office","Male","30","25","[c]","[c]"
"In post","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2021","65+","Charity Commission","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Charity Commission","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Companies House","Department for Business, Energy and Industrial Strategy","Female","25","20","[c]","[c]"
"In post","2021","65+","Companies House","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Competition and Markets Authority","Competition and Markets Authority","Male","5","5","[c]","[c]"
"In post","2021","65+","Criminal Injuries Compensation Authority","Ministry of Justice","Female","5","5","[c]","[c]"
"In post","2021","65+","Criminal Injuries Compensation Authority","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Crown Commercial Service","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Crown Commercial Service","Other Cabinet Office Agencies","Male","10","5","[c]","[c]"
"In post","2021","65+","Crown Office and Procurator Fiscal Service","Scottish Government","Female","20","15","[c]","[c]"
"In post","2021","65+","Crown Office and Procurator Fiscal Service","Scottish Government","Male","20","15","[c]","[c]"
"In post","2021","65+","Crown Prosecution Service","Attorney General's Departments","Female","45","35","36970","28430"
"In post","2021","65+","Crown Prosecution Service","Attorney General's Departments","Male","50","40","48880","55610"
"In post","2021","65+","Debt Management Office","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt Management Office","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Defence Electronics and Components Agency","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Defence Electronics and Components Agency","Ministry of Defence","Male","20","15","[c]","[c]"
"In post","2021","65+","Defence Equipment and Support","Ministry of Defence","Female","50","40","29730","26850"
"In post","2021","65+","Defence Equipment and Support","Ministry of Defence","Male","205","175","35610","34000"
"In post","2021","65+","Defence Science and Technology Laboratory","Ministry of Defence","Female","20","15","[c]","[c]"
"In post","2021","65+","Defence Science and Technology Laboratory","Ministry of Defence","Male","95","75","49320","47140"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","25","25","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Department for Education (excl. agencies)","Department for Education","Female","25","20","[c]","[c]"
"In post","2021","65+","Department for Education (excl. agencies)","Department for Education","Male","20","20","[c]","[c]"
"In post","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","45","40","34850","29740"
"In post","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","40","35","40480","36880"
"In post","2021","65+","Department for International Trade","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2021","65+","Department for International Trade","Department for International Trade","Male","15","15","[c]","[c]"
"In post","2021","65+","Department for Transport (excl. agencies)","Department for Transport","Female","20","15","[c]","[c]"
"In post","2021","65+","Department for Transport (excl. agencies)","Department for Transport","Male","30","20","[c]","[c]"
"In post","2021","65+","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","1695","1175","25800","26120"
"In post","2021","65+","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","885","670","26390","26120"
"In post","2021","65+","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2021","65+","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","10","5","[c]","[c]"
"In post","2021","65+","Disclosure Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
