"Status","Year","Age","Function_of_post","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Royal Fleet Auxiliary","Male","30","30","19060","16200"
"In post","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","Female","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Cabinet Office (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Female","35","35","24920","24920"
"In post","2021","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Male","30","30","25640","24920"
"In post","2021","20-29","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","Female","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Competition and Markets Authority","Male","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","Female","45","45","30970","28650"
"In post","2021","20-29","Analysis","Defence Science and Technology Laboratory","Male","60","60","30950","28650"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","65","65","36000","33880"
"In post","2021","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","115","115","38480","34240"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","Female","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Digital, Culture, Media and Sport","Male","55","55","47160","42020"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","Female","85","80","40370","41990"
"In post","2021","20-29","Analysis","Department for Education (excl. agencies)","Male","55","55","39650","36980"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Department for International Trade","Female","60","60","36770","31800"
"In post","2021","20-29","Analysis","Department for International Trade","Male","80","80","35710","31800"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","Female","85","85","39920","35060"
"In post","2021","20-29","Analysis","Department for Transport (excl. agencies)","Male","100","100","37620","34710"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Female","50","50","46570","53360"
"In post","2021","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Male","35","35","44530","49530"
"In post","2021","20-29","Analysis","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","Female","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Government Actuary's Department","Female","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Government Actuary's Department","Male","35","35","37880","36590"
"In post","2021","20-29","Analysis","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Courts and Tribunals Service","Female","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Female","95","95","35780","36160"
"In post","2021","20-29","Analysis","HM Revenue and Customs (excl. agencies)","Male","150","150","37130","36160"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2021","20-29","Analysis","HM Treasury (excl. agencies)","Male","50","50","40890","37900"
"In post","2021","20-29","Analysis","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","Female","35","35","35680","36000"
"In post","2021","20-29","Analysis","Ministry of Defence (excl. agencies)","Male","55","55","35530","36000"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","30","30","37160","34000"
"In post","2021","20-29","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","55","55","37510","33990"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","Female","70","70","35870","33930"
"In post","2021","20-29","Analysis","Ministry of Justice (excl. agencies)","Male","65","65","37030","33930"
"In post","2021","20-29","Analysis","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Female","15","15","[c]","[c]"
"In post","2021","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","Male","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Office of Rail and Road","Male","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Female","360","360","32630","32540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Male","255","255","31330","29540"
"In post","2021","20-29","Analysis","United Kingdom Statistics Authority","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Analysis","Valuation Office Agency","Female","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","Female","65","65","48320","54700"
"In post","2021","20-29","Commercial","Cabinet Office (excl. agencies)","Male","50","50","47400","51560"
"In post","2021","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Commercial Service","Female","30","30","29740","27770"
"In post","2021","20-29","Commercial","Crown Commercial Service","Male","40","40","27070","27770"
"In post","2021","20-29","Commercial","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Female","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Equipment and Support","Male","30","30","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","Female","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Defence Science and Technology Laboratory","Male","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","Female","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Education (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","Female","30","30","41490","40650"
"In post","2021","20-29","Commercial","Department of Health and Social Care (excl. agencies)","Male","25","25","[c]","[c]"
