"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Black","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","EO","Female","35","35","28310","28250"
"In post","2021","Black","Digital, Data & Technology","EO","Male","45","45","28210","28150"
"In post","2021","Black","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","G6/G7","Female","30","30","55690","54700"
"In post","2021","Black","Digital, Data & Technology","G6/G7","Male","55","55","56510","54700"
"In post","2021","Black","Digital, Data & Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","SEO/HEO","Female","90","85","36840","36160"
"In post","2021","Black","Digital, Data & Technology","SEO/HEO","Male","105","105","36840","36030"
"In post","2021","Black","Digital, Data & Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","Black","Finance","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","Black","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","EO","Female","45","45","28770","29000"
"In post","2021","Black","Finance","EO","Male","20","20","[c]","[c]"
"In post","2021","Black","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","G6/G7","Female","35","35","57410","56630"
"In post","2021","Black","Finance","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Black","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","SEO/HEO","Female","115","115","37840","36960"
"In post","2021","Black","Finance","SEO/HEO","Male","75","75","39370","38580"
"In post","2021","Black","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Black","Grants Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","Black","Human Resources","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","EO","Female","65","65","28200","27740"
"In post","2021","Black","Human Resources","EO","Male","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","G6/G7","Female","35","35","55790","55740"
"In post","2021","Black","Human Resources","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","SEO/HEO","Female","125","125","37260","36160"
"In post","2021","Black","Human Resources","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Black","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","AA/AO","Female","90","80","23370","23520"
"In post","2021","Black","Legal","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Black","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","EO","Female","105","100","28440","27820"
"In post","2021","Black","Legal","EO","Male","40","40","28250","27650"
"In post","2021","Black","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","G6/G7","Female","165","155","58460","58240"
"In post","2021","Black","Legal","G6/G7","Male","60","60","61650","62120"
"In post","2021","Black","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Black","Legal","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Black","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","SEO/HEO","Female","115","110","36940","36560"
"In post","2021","Black","Legal","SEO/HEO","Male","40","40","37490","36160"
"In post","2021","Black","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","AA/AO","Female","1195","1100","23600","22680"
"In post","2021","Black","No function","AA/AO","Male","1000","970","26660","24920"
"In post","2021","Black","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","EO","Female","665","640","28310","27790"
"In post","2021","Black","No function","EO","Male","360","355","29640","29090"
"In post","2021","Black","No function","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","G6/G7","Female","250","250","56220","53600"
"In post","2021","Black","No function","G6/G7","Male","145","145","57980","54730"
"In post","2021","Black","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","SCS level","Female","30","30","92760","92370"
"In post","2021","Black","No function","SCS level","Male","25","25","[c]","[c]"
"In post","2021","Black","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","SEO/HEO","Female","865","840","36590","35850"
"In post","2021","Black","No function","SEO/HEO","Male","505","495","37870","36200"
"In post","2021","Black","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Unknown","Female","580","560","31020","28200"
"In post","2021","Black","No function","Unknown","Male","205","200","30690","28200"
"In post","2021","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","EO","Female","85","80","26730","26670"
"In post","2021","Black","Project Delivery","EO","Male","35","30","26210","27000"
"In post","2021","Black","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","G6/G7","Female","95","95","57440","58130"
"In post","2021","Black","Project Delivery","G6/G7","Male","55","55","57310","57030"
"In post","2021","Black","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SEO/HEO","Female","200","195","36520","36160"
"In post","2021","Black","Project Delivery","SEO/HEO","Male","170","165","36070","36160"
"In post","2021","Black","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Black","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","EO","Female","35","30","28520","29450"
"In post","2021","Black","Property","EO","Male","10","10","[c]","[c]"
"In post","2021","Black","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Black","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO/HEO","Female","30","30","37060","36800"
"In post","2021","Black","Property","SEO/HEO","Male","35","35","40420","40580"
"In post","2021","Black","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Black","Security","AA/AO","Male","50","50","23620","22650"
"In post","2021","Black","Security","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","EO","Female","5","5","[c]","[c]"
"In post","2021","Black","Security","EO","Male","10","10","[c]","[c]"
"In post","2021","Black","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Black","Security","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Black","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA/AO","Female","980","855","23180","23170"
"In post","2021","Black","Unknown","AA/AO","Male","445","435","23010","22210"
"In post","2021","Black","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","EO","Female","2470","2315","29660","30330"
"In post","2021","Black","Unknown","EO","Male","1090","1065","29400","29290"
"In post","2021","Black","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6/G7","Female","120","120","59990","57680"
"In post","2021","Black","Unknown","G6/G7","Male","80","80","60930","57680"
"In post","2021","Black","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO/HEO","Female","615","605","37800","36650"
"In post","2021","Black","Unknown","SEO/HEO","Male","340","340","37720","36650"
"In post","2021","Black","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
