"Status","Year","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","London","80","[c]","30180","31060"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","Outside London","165","[c]","23780","21010"
"Leaver CS","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Driver and Vehicle Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education and Skills Funding Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","London","35","[c]","27280","22970"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","Outside London","30","[c]","21900","20100"
"Leaver CS","2021","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","London","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Prison and Probation Service","Outside London","55","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","London","125","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","Outside London","125","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","London","85","[c]","29760","28000"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Met Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
