"Status","Year","Age","Function_of_post","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Finance","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Cabinet Office (excl. agencies)","Cabinet Office","15","15","56620","56340"
"In post","2021","50-59","Finance","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Companies House","Department for Business, Energy and Industrial Strategy","10","10","27290","22490"
"In post","2021","50-59","Finance","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Crown Commercial Service","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Crown Office and Procurator Fiscal Service","Scottish Government","10","10","44130","42150"
"In post","2021","50-59","Finance","Crown Prosecution Service","Attorney General's Departments","20","20","40330","34470"
"In post","2021","50-59","Finance","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Defence Equipment and Support","Ministry of Defence","80","80","48970","42670"
"In post","2021","50-59","Finance","Defence Science and Technology Laboratory","Ministry of Defence","15","15","39100","37970"
"In post","2021","50-59","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","30","30","48160","40840"
"In post","2021","50-59","Finance","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Department for Education (excl. agencies)","Department for Education","90","90","45610","43040"
"In post","2021","50-59","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","115","44630","40080"
"In post","2021","50-59","Finance","Department for International Trade","Department for International Trade","25","25","44860","38540"
"In post","2021","50-59","Finance","Department for Transport (excl. agencies)","Department for Transport","35","35","49740","46710"
"In post","2021","50-59","Finance","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","65","65","47580","41830"
"In post","2021","50-59","Finance","Driver and Vehicle Licensing Agency","Department for Transport","40","40","34240","32180"
"In post","2021","50-59","Finance","Driver and Vehicle Standards Agency","Department for Transport","20","20","43090","41850"
"In post","2021","50-59","Finance","Education and Skills Funding Agency","Department for Education","20","20","47170","48510"
"In post","2021","50-59","Finance","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","FCDO Services","Foreign, Commonwealth and Development Office","10","10","50060","49070"
"In post","2021","50-59","Finance","Food Standards Agency","Food Standards Agency","15","15","40730","37910"
"In post","2021","50-59","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","55","55","46250","44290"
"In post","2021","50-59","Finance","Forestry and Land Scotland","Scottish Government","10","10","36110","36610"
"In post","2021","50-59","Finance","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Government Legal Department","Attorney General's Departments","10","10","58230","47730"
"In post","2021","50-59","Finance","Government Property Agency","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Health and Safety Executive","Department for Work and Pensions","15","10","49930","43380"
"In post","2021","50-59","Finance","HM Courts and Tribunals Service","Ministry of Justice","85","85","38610","34510"
"In post","2021","50-59","Finance","HM Land Registry","HM Land Registry","20","20","46740","46800"
"In post","2021","50-59","Finance","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","950","845","32770","28130"
"In post","2021","50-59","Finance","HM Treasury (excl. agencies)","HM Treasury","10","10","42340","38810"
"In post","2021","50-59","Finance","Insolvency Service","Department for Business, Energy and Industrial Strategy","15","15","45140","41870"
"In post","2021","50-59","Finance","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Legal Aid Agency","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Maritime and Coastguard Agency","Department for Transport","10","5","[c]","[c]"
"In post","2021","50-59","Finance","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Met Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","50-59","Finance","Ministry of Defence (excl. agencies)","Ministry of Defence","585","570","38250","33300"
"In post","2021","50-59","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","25","25","51390","42980"
"In post","2021","50-59","Finance","Ministry of Justice (excl. agencies)","Ministry of Justice","160","155","47540","42800"
"In post","2021","50-59","Finance","National Crime Agency","National Crime Agency","15","15","42550","42720"
"In post","2021","50-59","Finance","National Savings and Investments","Chancellor's other departments","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Public Health England","Department of Health and Social Care","35","35","46310","41170"
"In post","2021","50-59","Finance","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Scottish Prison Service","Scottish Government","15","15","32730","25870"
"In post","2021","50-59","Finance","Serious Fraud Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","50-59","Finance","Submarine Delivery Agency","Ministry of Defence","15","15","61650","55750"
"In post","2021","50-59","Finance","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","UK Export Finance","UK Export Finance","10","10","50660","46020"
"In post","2021","50-59","Finance","UK Hydrographic Office","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","50-59","Finance","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","50-59","Finance","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","United Kingdom Statistics Authority","United Kingdom Statistics Authority","10","10","41090","33870"
"In post","2021","50-59","Finance","Valuation Office Agency","HM Revenue and Customs","10","10","43790","42500"
"In post","2021","50-59","Finance","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Finance","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Grants Management","Rural Payments Agency","Department for Environment, Food and Rural Affairs","490","460","27690","25190"
"In post","2021","50-59","Human Resources","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2021","50-59","Human Resources","Cabinet Office (excl. agencies)","Cabinet Office","245","235","44350","38460"
"In post","2021","50-59","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Human Resources","Companies House","Department for Business, Energy and Industrial Strategy","20","20","38450","39820"
"In post","2021","50-59","Human Resources","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
