"Status","Year","Age","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Operational Delivery","30","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office (incl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Insolvency Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of the Public Guardian","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","Operational Delivery","15","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Royal Fleet Auxiliary","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Rural Payments Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government (excl. agencies)","Unknown","25","25","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Prison Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Prison Service","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Social Security Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Submarine Delivery Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","UK Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Valuation Office Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Crown Office and Procurator Fiscal Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport (excl. agencies)","Other","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Driver and Vehicle Licensing Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","FCDO Services","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Prison and Probation Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Animal and Plant Health Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Companies House","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Commercial Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Crown Prosecution Service","Operational Delivery","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Electronics and Components Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Equipment and Support","Other","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Equipment and Support","Science and Engineering","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Science and Technology Laboratory","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Driver and Vehicle Licensing Agency","Operational Delivery","15","10","[c]","[c]"
