"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Land Registry","Other","EO","5","5","[c]","[c]"
"In post","2021","HM Land Registry","Other","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","HEO","5","5","[c]","[c]"
"In post","2021","HM Land Registry","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Other","SEO","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","AO","15","15","22350","22350"
"In post","2021","HM Land Registry","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","G7","20","20","55980","56750"
"In post","2021","HM Land Registry","Project Delivery","HEO","15","15","34170","33840"
"In post","2021","HM Land Registry","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Project Delivery","SEO","75","75","39960","38550"
"In post","2021","HM Land Registry","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Property","SEO","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Commercial","EO","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Commercial","G6","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Commercial","G7","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Commercial","HEO","15","10","32690","31810"
"In post","2021","HM Revenue and Customs","Commercial","SEO","35","35","39220","38630"
"In post","2021","HM Revenue and Customs","Communications","AO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Communications","EO","20","20","28470","28130"
"In post","2021","HM Revenue and Customs","Communications","G6","20","20","67300","71290"
"In post","2021","HM Revenue and Customs","Communications","G7","60","60","54330","52580"
"In post","2021","HM Revenue and Customs","Communications","HEO","60","55","33870","33130"
"In post","2021","HM Revenue and Customs","Communications","SCS level","10","10","82520","78960"
"In post","2021","HM Revenue and Customs","Communications","SEO","75","70","40280","38980"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","AA","10","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","AO","25","25","21230","20140"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","EO","265","250","26590","25560"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","G6","125","125","65600","64670"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","G7","330","325","52410","52580"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","HEO","630","595","32410","31810"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","SCS level","35","35","83370","76430"
"In post","2021","HM Revenue and Customs","Digital, Data and Technology","SEO","510","485","38810","38630"
"In post","2021","HM Revenue and Customs","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Economics","EO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Economics","G6","15","15","70910","71290"
"In post","2021","HM Revenue and Customs","Economics","G7","35","35","55440","59160"
"In post","2021","HM Revenue and Customs","Economics","HEO","45","40","35240","36160"
"In post","2021","HM Revenue and Customs","Economics","SCS level","10","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Economics","SEO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Finance","AA","30","20","20170","20070"
"In post","2021","HM Revenue and Customs","Finance","AO","520","395","20830","20700"
"In post","2021","HM Revenue and Customs","Finance","EO","220","195","26800","25560"
"In post","2021","HM Revenue and Customs","Finance","G6","80","80","67430","69090"
"In post","2021","HM Revenue and Customs","Finance","G7","195","190","53510","52580"
"In post","2021","HM Revenue and Customs","Finance","HEO","235","220","32630","31810"
"In post","2021","HM Revenue and Customs","Finance","SCS level","25","25","90600","79930"
"In post","2021","HM Revenue and Customs","Finance","SEO","260","250","39210","38630"
"In post","2021","HM Revenue and Customs","Human Resources","AO","40","35","21470","21250"
"In post","2021","HM Revenue and Customs","Human Resources","EO","120","110","26690","25560"
"In post","2021","HM Revenue and Customs","Human Resources","G6","65","65","65640","64670"
"In post","2021","HM Revenue and Customs","Human Resources","G7","145","140","53600","52580"
"In post","2021","HM Revenue and Customs","Human Resources","HEO","210","190","32980","31810"
"In post","2021","HM Revenue and Customs","Human Resources","SCS level","20","20","90650","85230"
"In post","2021","HM Revenue and Customs","Human Resources","SEO","155","145","39060","38630"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","EO","30","25","26740","25560"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","G6","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","G7","30","30","52940","52580"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","HEO","80","75","33410","31810"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Intelligence Analysis","SEO","45","40","38620","38630"
"In post","2021","HM Revenue and Customs","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Internal Audit","G7","10","10","55200","52580"
"In post","2021","HM Revenue and Customs","Internal Audit","HEO","10","10","31940","31810"
"In post","2021","HM Revenue and Customs","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Internal Audit","SEO","40","40","41110","41320"
"In post","2021","HM Revenue and Customs","International Trade","EO","25","25","26850","25560"
"In post","2021","HM Revenue and Customs","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","International Trade","HEO","85","80","32630","31810"
"In post","2021","HM Revenue and Customs","International Trade","SEO","25","25","39330","38630"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","G7","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","HEO","15","10","34200","35000"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Knowledge and Information Management","SEO","10","10","41030","41570"
"In post","2021","HM Revenue and Customs","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Legal","AO","265","235","21160","20360"
"In post","2021","HM Revenue and Customs","Legal","EO","1610","1550","27210","25560"
"In post","2021","HM Revenue and Customs","Legal","G6","125","115","71170","71290"
"In post","2021","HM Revenue and Customs","Legal","G7","210","205","55390","58650"
"In post","2021","HM Revenue and Customs","Legal","HEO","1085","1040","33490","31810"
"In post","2021","HM Revenue and Customs","Legal","SCS level","25","25","83230","82010"
"In post","2021","HM Revenue and Customs","Legal","SEO","405","395","39780","38630"
"In post","2021","HM Revenue and Customs","Operational Delivery","AA","925","730","20080","20070"
"In post","2021","HM Revenue and Customs","Operational Delivery","AO","14225","12060","20950","20640"
"In post","2021","HM Revenue and Customs","Operational Delivery","EO","7145","6480","26160","25560"
"In post","2021","HM Revenue and Customs","Operational Delivery","G6","190","185","64480","64670"
"In post","2021","HM Revenue and Customs","Operational Delivery","G7","595","580","52060","52580"
"In post","2021","HM Revenue and Customs","Operational Delivery","HEO","3705","3505","31950","31810"
"In post","2021","HM Revenue and Customs","Operational Delivery","SCS level","55","55","82470","78000"
"In post","2021","HM Revenue and Customs","Operational Delivery","SEO","1420","1370","38590","38630"
"In post","2021","HM Revenue and Customs","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Operational Research","G6","10","10","63670","64670"
"In post","2021","HM Revenue and Customs","Operational Research","G7","45","45","52920","52580"
"In post","2021","HM Revenue and Customs","Operational Research","HEO","40","35","34170","35480"
"In post","2021","HM Revenue and Customs","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Operational Research","SEO","35","35","39150","38630"
"In post","2021","HM Revenue and Customs","Other","AO","20","15","24290","25630"
"In post","2021","HM Revenue and Customs","Other","EO","110","95","27610","27230"
"In post","2021","HM Revenue and Customs","Other","G6","65","60","66650","64670"
"In post","2021","HM Revenue and Customs","Other","G7","100","90","54600","53210"
"In post","2021","HM Revenue and Customs","Other","HEO","110","100","33040","31810"
"In post","2021","HM Revenue and Customs","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Other","SEO","80","75","39150","38630"
"In post","2021","HM Revenue and Customs","Policy","AO","15","10","23540","24650"
"In post","2021","HM Revenue and Customs","Policy","EO","50","45","28130","28130"
"In post","2021","HM Revenue and Customs","Policy","G6","245","230","69990","71290"
"In post","2021","HM Revenue and Customs","Policy","G7","355","345","56560","59160"
"In post","2021","HM Revenue and Customs","Policy","HEO","160","145","34140","35000"
"In post","2021","HM Revenue and Customs","Policy","SCS level","60","55","84980","78420"
"In post","2021","HM Revenue and Customs","Policy","SEO","250","235","40630","41760"
"In post","2021","HM Revenue and Customs","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","HM Revenue and Customs","Project Delivery","AO","20","15","21630","21440"
"In post","2021","HM Revenue and Customs","Project Delivery","EO","200","180","26910","25560"
"In post","2021","HM Revenue and Customs","Project Delivery","G6","225","225","64400","64670"
"In post","2021","HM Revenue and Customs","Project Delivery","G7","645","630","51670","52580"
"In post","2021","HM Revenue and Customs","Project Delivery","HEO","555","525","32050","31810"
"In post","2021","HM Revenue and Customs","Project Delivery","SCS level","65","65","82160","78000"
"In post","2021","HM Revenue and Customs","Project Delivery","SEO","865","825","38650","38630"
"In post","2021","HM Revenue and Customs","Property","AA","10","10","20050","20070"
"In post","2021","HM Revenue and Customs","Property","AO","105","90","22940","21250"
"In post","2021","HM Revenue and Customs","Property","EO","755","690","27070","26330"
"In post","2021","HM Revenue and Customs","Property","G6","45","40","66770","66480"
"In post","2021","HM Revenue and Customs","Property","G7","245","230","55720","55210"
"In post","2021","HM Revenue and Customs","Property","HEO","525","500","32990","32110"
"In post","2021","HM Revenue and Customs","Property","SCS level","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","Property","SEO","540","500","43660","43500"
"In post","2021","HM Revenue and Customs","Security","AO","10","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","Security","EO","35","30","26440","25560"
"In post","2021","HM Revenue and Customs","Security","G6","10","10","68800","69710"
"In post","2021","HM Revenue and Customs","Security","G7","45","45","55070","52580"
