"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Policy","G6/G7","35","35","54320","52850"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Policy","SEO/HEO","40","40","35590","35340"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Northern Ireland Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","Economics","G6/G7","20","15","61210","59030"
"In post","2021","Office for Budget Responsibility","HM Treasury","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","Economics","SEO/HEO","10","10","37730","35610"
"In post","2021","Office for Budget Responsibility","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","HM Treasury","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","G6/G7","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Communications","SEO/HEO","25","25","37000","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","EO","10","10","26560","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","G6/G7","20","20","65880","62810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Digital, Data and Technology","SEO/HEO","45","45","37710","39460"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","AA/AO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","G6/G7","10","10","65780","61310"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Finance","SEO/HEO","15","15","35220","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","AA/AO","10","10","21130","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","G6/G7","10","10","63630","59810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Human Resources","SEO/HEO","25","25","36150","35920"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","G6/G7","450","440","75480","75500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","SCS level","10","10","131880","128660"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Inspector of Education and Training","SEO/HEO","335","325","51020","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","G6/G7","10","10","66590","62810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","AA/AO","110","100","21160","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","EO","35","30","25790","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Operational Delivery","SEO/HEO","70","65","36180","39460"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","AA/AO","90","85","21270","21160"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","EO","100","95","26460","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","G6/G7","10","10","61620","59810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Other","SEO/HEO","50","50","35170","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","EO","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","G6/G7","15","15","68170","74280"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Policy","SEO/HEO","30","30","38060","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Project Delivery","SEO/HEO","15","15","37270","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","EO","5","5","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","G6/G7","10","10","65280","62810"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Social Research","SEO/HEO","25","25","34920","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","EO","15","15","26010","25880"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Statistics","G6/G7","15","15","63700","59810"
