"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","10","[c]","28990","28500"
"Leaver Dept.","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","G7","10","[c]","53130","53630"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","AA/AO","AO","15","[c]","19210","18890"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","Ministry of Justice","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","AA/AO","AO","15","[c]","23010","21590"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","EO","EO","10","[c]","30150","31470"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Department for Business, Energy and Industrial Strategy","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","AO","65","[c]","21910","20920"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","EO","65","[c]","28530","27820"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","G6","20","[c]","68210","69800"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","G7","40","[c]","57830","58240"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","SCS level","10","[c]","97230","83260"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","HEO","85","[c]","34460","33300"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","SEO","95","[c]","43810","44590"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","EO","55","[c]","27190","27310"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","G6","30","[c]","63230","63420"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","G7","85","[c]","52230","51580"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","120","[c]","32800","32970"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","50","[c]","40150","39600"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","AO","15","[c]","21240","20650"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","EO","60","[c]","26750","26410"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","G7","90","[c]","58140","58020"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","SCS level","15","[c]","90380","80910"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","HEO","100","[c]","31760","30850"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","SEO","125","[c]","41030","40390"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","EO","EO","15","[c]","33060","33100"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","SEO/HEO","HEO","15","[c]","39890","39720"
"Leaver Dept.","2021","National Crime Agency","National Crime Agency","SEO/HEO","SEO","10","[c]","49430","48900"
"Leaver Dept.","2021","National Infrastructure Commission","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Scottish Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Scottish Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","G6/G7","G7","15","[c]","56360","52850"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Northern Ireland Office","SEO/HEO","SEO","10","[c]","37980","36810"
"Leaver Dept.","2021","Office for Budget Responsibility","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","HM Treasury","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","EO","10","[c]","26600","25880"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","G7","10","[c]","61830","62810"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","HEO","15","[c]","32750","32010"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","EO","15","[c]","25730","25750"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","G7","20","[c]","54860","52520"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","AA/AO","AO","40","[c]","19720","19930"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","EO","EO","35","[c]","21970","22570"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","Ministry of Justice","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","G6/G7","G7","20","[c]","54130","53170"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","Department of Health and Social Care","SEO/HEO","SEO","10","[c]","40330","40640"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Scottish Government","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
