"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Companies House","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Companies House","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","EO","EO","80","80","32490","32900"
"In post","2021","Companies House","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","G6/G7","G7","10","10","57330","57800"
"In post","2021","Companies House","Digital, Data and Technology","SEO/HEO","HEO","80","80","36390","37120"
"In post","2021","Companies House","Digital, Data and Technology","SEO/HEO","SEO","75","75","44690","42990"
"In post","2021","Companies House","Finance","AA/AO","AO","25","20","21720","22490"
"In post","2021","Companies House","Finance","EO","EO","10","10","26070","26280"
"In post","2021","Companies House","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Finance","SEO/HEO","HEO","15","15","34980","36240"
"In post","2021","Companies House","Finance","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Companies House","Human Resources","AA/AO","AO","15","10","22000","22490"
"In post","2021","Companies House","Human Resources","EO","EO","30","30","25510","24900"
"In post","2021","Companies House","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Companies House","Human Resources","SEO/HEO","HEO","10","10","31610","30660"
"In post","2021","Companies House","Human Resources","SEO/HEO","SEO","20","20","41210","39820"
"In post","2021","Companies House","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","AA/AO","AO","375","325","21770","22490"
"In post","2021","Companies House","Operational Delivery","EO","EO","145","135","26060","25460"
"In post","2021","Companies House","Operational Delivery","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","G6/G7","G7","10","10","51970","50800"
"In post","2021","Companies House","Operational Delivery","SEO/HEO","HEO","25","25","32210","30720"
"In post","2021","Companies House","Operational Delivery","SEO/HEO","SEO","10","10","40830","39820"
"In post","2021","Companies House","Other","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Companies House","Other","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Companies House","Policy","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Companies House","Policy","SEO/HEO","SEO","10","10","39920","39820"
"In post","2021","Companies House","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Companies House","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","EO","EO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","G6","10","10","78790","78090"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","G6/G7","G7","15","15","61110","59980"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","HEO","15","15","34460","33610"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","SEO","10","10","44210","43490"
"In post","2021","Competition and Markets Authority","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","G6/G7","G6","25","25","76490","75140"
"In post","2021","Competition and Markets Authority","Economics","G6/G7","G7","35","30","58040","56360"
"In post","2021","Competition and Markets Authority","Economics","SCS level","SCS level","10","10","110350","101610"
"In post","2021","Competition and Markets Authority","Economics","SEO/HEO","HEO","25","25","34170","33610"
"In post","2021","Competition and Markets Authority","Human Resources","EO","EO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","G6/G7","G7","10","10","57040","56360"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","SEO","15","15","44430","43880"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","EO","EO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","G6/G7","G6","50","50","76750","75270"
"In post","2021","Competition and Markets Authority","Legal","G6/G7","G7","40","40","56740","56360"
"In post","2021","Competition and Markets Authority","Legal","SCS level","SCS level","20","20","110230","101850"
"In post","2021","Competition and Markets Authority","Legal","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","G6/G7","G7","10","10","58150","58460"
"In post","2021","Competition and Markets Authority","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","AA/AO","AO","20","20","23240","22860"
"In post","2021","Competition and Markets Authority","Project Delivery","EO","EO","45","40","28400","27920"
"In post","2021","Competition and Markets Authority","Project Delivery","G6/G7","G6","75","75","77270","77300"
"In post","2021","Competition and Markets Authority","Project Delivery","G6/G7","G7","100","95","57720","56360"
"In post","2021","Competition and Markets Authority","Project Delivery","SCS level","SCS level","60","60","110090","102030"
"In post","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","HEO","70","70","35570","34870"
"In post","2021","Competition and Markets Authority","Project Delivery","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","AA","10","10","17720","17880"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","AA/AO","AO","105","95","20540","20650"
