"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Maritime and Coastguard Agency","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Medicines and Healthcare Products Regulatory Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","AA/AO","60","[c]","18700","18760"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","EO","35","[c]","26410","26350"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","G6/G7","10","[c]","55400","53500"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","SEO/HEO","90","[c]","36050","33300"
"New entrant CS","2021","Property","Ministry of Defence (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","10","[c]","32040","32490"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Ministry of Justice (excl. agencies)","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","National Crime Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office for Standards in Education, Children's Services and Skills","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Office of Gas and Electricity Markets","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Public Health England","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Forestry","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Scottish Prison Service","Other","AA/AO","25","[c]","24260","25430"
"New entrant CS","2021","Property","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","United Kingdom Statistics Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Operational Delivery","AA/AO","125","[c]","20960","20880"
"New entrant CS","2021","Property","Valuation Office Agency","Operational Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Valuation Office Agency","Property","EO","65","[c]","25190","24500"
"New entrant CS","2021","Property","Valuation Office Agency","Property","SEO/HEO","60","[c]","34230","30000"
"New entrant CS","2021","Property","Vehicle Certification Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","AA/AO","65","[c]","20640","20800"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","EO","35","[c]","25450","23850"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","20","[c]","33900","34550"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Security","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Defence Science and Technology Laboratory","Security","SEO/HEO","10","[c]","37030","37410"
"New entrant CS","2021","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for Education (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Department for International Trade","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Licensing Agency","Security","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Driver and Vehicle Standards Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Food Standards Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Government Actuary's Department","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","AA/AO","10","[c]","20400","19530"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","EO","25","[c]","26040","24620"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","SEO/HEO","45","[c]","32770","30120"
"New entrant CS","2021","Security","HM Prison and Probation Service","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","HM Revenue and Customs (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","AA/AO","520","[c]","25090","23540"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","EO","45","[c]","27810","24190"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Defence (excl. agencies)","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Crime Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Savings and Investments","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","National Savings and Investments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","United Kingdom Statistics Authority","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Security","Water Services Regulation Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Accountant in Bankruptcy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","EO","10","[c]","24440","24440"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Unknown","SEO/HEO","10","[c]","32350","29160"
"New entrant CS","2021","Unknown","Crown Commercial Service","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Crown Prosecution Service","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Other","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Defence Equipment and Support","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Communications","EO","10","[c]","23780","25000"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","EO","15","[c]","25040","25000"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","G6/G7","15","[c]","54610","53730"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Policy","SEO/HEO","10","[c]","34710","36500"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","SEO/HEO","20","[c]","25170","18200"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","5530","[c]","21610","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","EO","10885","[c]","28590","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","170","[c]","58160","56140"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","390","[c]","35180","35310"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","10","[c]","60710","59790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","AA/AO","35","[c]","20060","20060"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
