"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Defence Electronics and Components Agency","Outside London","20","15","26530","27460"
"In post","2021","65+","Project Delivery","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Defence Equipment and Support","Outside London","215","175","35620","33780"
"In post","2021","65+","Project Delivery","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Defence Science and Technology Laboratory","Outside London","25","20","42830","37340"
"In post","2021","65+","Project Delivery","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","HM Revenue and Customs (excl. agencies)","London","30","20","53560","45960"
"In post","2021","65+","Project Delivery","HM Revenue and Customs (excl. agencies)","Outside London","40","30","38570","35000"
"In post","2021","65+","Project Delivery","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Defence (excl. agencies)","London","10","10","41660","39680"
"In post","2021","65+","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","100","90","37920","33990"
"In post","2021","65+","Project Delivery","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Submarine Delivery Agency","Outside London","35","30","43080","40900"
"In post","2021","65+","Project Delivery","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Education (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","10","31220","36970"
"In post","2021","65+","Property","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","FCDO Services","London","10","10","[c]","[c]"
"In post","2021","65+","Property","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Forestry and Land Scotland","Outside London","25","20","27570","26530"
"In post","2021","65+","Property","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","HM Revenue and Customs (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Property","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Defence (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","Property","Ministry of Defence (excl. agencies)","Outside London","175","155","27570","26670"
"In post","2021","65+","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Ministry of Justice (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Scottish Prison Service","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Property","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Valuation Office Agency","London","20","20","36090","31090"
"In post","2021","65+","Property","Valuation Office Agency","Outside London","65","55","31970","26500"
"In post","2021","65+","Security","Cabinet Office (excl. agencies)","Outside London","10","10","32860","33300"
"In post","2021","65+","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Driver and Vehicle Licensing Agency","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Security","FCDO Services","London","5","5","[c]","[c]"
"In post","2021","65+","Security","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Ministry of Defence (excl. agencies)","London","10","10","35150","32340"
"In post","2021","65+","Security","Ministry of Defence (excl. agencies)","Outside London","160","140","23290","20060"
"In post","2021","65+","Security","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Department for Work and Pensions (excl. agencies)","London","325","250","30480","31060"
"In post","2021","65+","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","2235","1580","25330","26120"
"In post","2021","65+","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","20","10","27760","25110"
