"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Heterosexual / straight","90","85","40250","35010"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","50","50","42120","38850"
"In post","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","50","50","45560","38750"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Office of Rail and Road","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Office of the Public Guardian","Ministry of Justice","Heterosexual / straight","385","360","21210","19930"
"In post","2021","Asian","Office of the Public Guardian","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Office of the Public Guardian","Ministry of Justice","Undeclared","20","20","[c]","[c]"
"In post","2021","Asian","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of the Scottish Charity Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of the Scottish Charity Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of the Scottish Charity Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Public Health England","Department of Health and Social Care","Heterosexual / straight","555","515","40700","32330"
"In post","2021","Asian","Public Health England","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2021","Asian","Public Health England","Department of Health and Social Care","Undeclared","70","60","41910","38390"
"In post","2021","Asian","Public Health England","Department of Health and Social Care","Unknown","85","80","56790","44950"
"In post","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Registers of Scotland","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Registers of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Registers of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Revenue Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Revenue Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Revenue Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Royal Fleet Auxiliary","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Royal Fleet Auxiliary","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Royal Fleet Auxiliary","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Fiscal Commission","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Fiscal Commission","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Fiscal Commission","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Forestry","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Forestry","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Forestry","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","Heterosexual / straight","65","60","39780","38540"
"In post","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Housing Regulator","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Housing Regulator","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Housing Regulator","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Prison Service","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Scottish Prison Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Prison Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Public Pensions Agency","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Public Pensions Agency","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Public Pensions Agency","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Public Pensions Agency","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Serious Fraud Office","Attorney General's Departments","Heterosexual / straight","40","40","41920","38370"
"In post","2021","Asian","Serious Fraud Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Serious Fraud Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Serious Fraud Office","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Security Scotland","Scottish Government","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Asian","Social Security Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Security Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Security Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Standards and Testing Agency","Department for Education","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Asian","Standards and Testing Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Standards and Testing Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Standards and Testing Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Student Awards Agency for Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
