"Status","Year","Organisation","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","SEO","20","[c]","39200","38960"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","AO","2830","[c]","20140","20140"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","EO","990","[c]","25500","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","G6","40","[c]","65650","64670"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","G7","70","[c]","52800","52580"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","HEO","455","[c]","31850","31810"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","SEO","100","[c]","38830","38630"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","Unknown","320","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","AO","25","[c]","22530","22500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","EO","65","[c]","25650","24300"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","G7","40","[c]","55190","52500"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","HEO","235","[c]","31360","32320"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","EO","15","[c]","23900","23750"
"New entrant CS","2021","HM Treasury (excl. agencies)","HM Treasury","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","AA","35","[c]","22210","22210"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","AO","60","[c]","25620","25630"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","EO","300","[c]","28970","28650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","G6","25","[c]","72930","71150"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","G7","145","[c]","58190","57430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","HEO","195","[c]","35220","35050"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","SCS level","15","[c]","101950","94000"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","SEO","150","[c]","42770","41950"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","AA","25","[c]","17990","17990"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","AO","470","[c]","21440","21430"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","EO","560","[c]","25440","24880"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","G6","15","[c]","64800","63260"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","G7","40","[c]","54840","54650"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","HEO","65","[c]","31600","30820"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Outside London","SEO","45","[c]","39480","38390"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office (incl. agencies)","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","AO","135","[c]","20970","20880"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","EO","15","[c]","23910","23560"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","HEO","25","[c]","30080","31000"
"New entrant CS","2021","Insolvency Service","Department for Business, Energy and Industrial Strategy","Outside London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","London","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","SEO","15","[c]","36790","36570"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Outside London","AO","50","[c]","19300","18880"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","Ministry of Justice","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","AO","70","[c]","23900","21590"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","EO","35","[c]","27790","26350"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","G7","20","[c]","52790","52010"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","HEO","45","[c]","33050","32390"
"New entrant CS","2021","Maritime and Coastguard Agency","Department for Transport","Outside London","SEO","35","[c]","41940","39040"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","EO","45","[c]","27030","27140"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","G7","25","[c]","53080","53100"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","HEO","20","[c]","32700","32640"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","SCS level","10","[c]","83940","73810"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","SEO","40","[c]","40120","40450"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","G7","[c]","[c]","[c]","[c]"
