"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Communications","SEO/HEO","25","25","41620","42200"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","EO","20","15","28710","26120"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","G6/G7","10","10","57890","55590"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Digital, Data and Technology","SEO/HEO","40","40","38020","38500"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Economics","G6/G7","65","65","57710","57370"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Economics","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Finance","EO","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Finance","G6/G7","20","20","54920","55440"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Finance","SEO/HEO","30","25","37370","36360"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Human Resources","G6/G7","20","20","57180","55430"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Human Resources","SEO/HEO","15","15","37360","36360"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Intelligence Analysis","G6/G7","15","15","60270","58970"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Intelligence Analysis","SEO/HEO","40","40","37620","36460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Internal Audit","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Internal Audit","SEO/HEO","10","10","35990","33930"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Legal","G6/G7","25","20","67380","67120"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","AA/AO","30","30","24410","24750"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","EO","35","35","28010","27260"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","G6/G7","20","20","50940","52650"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Operational Delivery","SEO/HEO","50","50","35930","35810"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Operational Research","G6/G7","10","10","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Operational Research","SEO/HEO","15","15","49530","48880"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Other","G6/G7","50","50","58530","55850"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Other","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Policy","AA/AO","15","15","27540","28000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Policy","EO","45","40","31290","30630"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Policy","G6/G7","700","690","56480","55430"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Policy","SCS level","30","30","77290","74030"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Policy","SEO/HEO","395","390","36690","35000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Project Delivery","EO","20","20","27170","26350"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Project Delivery","G6/G7","65","65","53390","55060"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Project Delivery","SEO/HEO","60","55","37310","38600"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Property","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Property","EO","15","15","27550","26950"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Property","G6/G7","15","15","58940","57740"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Property","SEO/HEO","55","55","38220","39410"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Security","AA/AO","15","15","23710","23280"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Security","EO","15","15","28850","28700"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Security","G6/G7","10","10","54750","55010"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Security","SEO/HEO","30","30","38290","39960"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Statistics","G6/G7","20","20","54510","53710"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","G6/G7","60","55","59340","57400"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","SEO/HEO","50","50","38820","38760"
"In post","2021","30-39","HM Land Registry","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","AA/AO","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","EO","25","25","29320","29760"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Digital, Data and Technology","SEO/HEO","80","80","40770","38500"
"In post","2021","30-39","HM Land Registry","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","G6/G7","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","G6/G7","35","35","61100","60520"
"In post","2021","30-39","HM Land Registry","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Operational Delivery","AA/AO","410","385","22490","22350"
"In post","2021","30-39","HM Land Registry","Operational Delivery","EO","180","165","27270","27130"
"In post","2021","30-39","HM Land Registry","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Operational Delivery","SEO/HEO","65","60","35690","33840"
"In post","2021","30-39","HM Land Registry","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Project Delivery","SEO/HEO","25","25","38650","38550"
"In post","2021","30-39","HM Land Registry","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Communications","G6/G7","20","20","57310","55870"
"In post","2021","30-39","HM Revenue and Customs","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Communications","SEO/HEO","25","25","35850","36160"
"In post","2021","30-39","HM Revenue and Customs","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Digital, Data and Technology","EO","45","45","25650","25560"
"In post","2021","30-39","HM Revenue and Customs","Digital, Data and Technology","G6/G7","75","75","54230","52580"
"In post","2021","30-39","HM Revenue and Customs","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs","Digital, Data and Technology","SEO/HEO","260","260","34840","31810"
