"Status","Year","Age","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","30-39","HM Revenue and Customs","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","AO","245","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","EO","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Revenue and Customs","Unknown","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Policy","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","HM Treasury","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Operational Delivery","AO","35","[c]","21540","21430"
"Leaver CS","2021","30-39","Home Office","Operational Delivery","EO","45","[c]","26050","25310"
"Leaver CS","2021","30-39","Home Office","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Other","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Other","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Other","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Social Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","AO","20","[c]","21810","21010"
"Leaver CS","2021","30-39","Home Office","Unknown","EO","25","[c]","25870","24560"
"Leaver CS","2021","30-39","Home Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Commercial","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Communications","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","AO","10","[c]","22340","22640"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","HEO","15","[c]","34940","34320"
"Leaver CS","2021","30-39","Ministry of Defence","Medicine","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Other","AA","15","[c]","19260","19050"
"Leaver CS","2021","30-39","Ministry of Defence","Other","AO","20","[c]","20840","20920"
"Leaver CS","2021","30-39","Ministry of Defence","Other","EO","50","[c]","27490","29930"
"Leaver CS","2021","30-39","Ministry of Defence","Other","HEO","25","[c]","34400","34100"
"Leaver CS","2021","30-39","Ministry of Defence","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Other","Unknown","25","[c]","27020","29880"
"Leaver CS","2021","30-39","Ministry of Defence","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Project Delivery","SEO","15","[c]","38440","39980"
"Leaver CS","2021","30-39","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Property","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Science and Engineering","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Science and Engineering","HEO","10","[c]","31320","32330"
"Leaver CS","2021","30-39","Ministry of Defence","Science and Engineering","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Science and Engineering","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Security","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Security","AO","30","[c]","34190","33200"
"Leaver CS","2021","30-39","Ministry of Defence","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Defence","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Housing, Communities and Local Government","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
