"Status","Year","Organisation","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","Heterosexual / straight","65","65","40990","34330"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","Heterosexual / straight","730","720","48940","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","LGBO","125","125","46250","39040"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","Undeclared","70","70","47980","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","Unknown","155","150","48320","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Heterosexual / straight","155","150","49280","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Commercial","Heterosexual / straight","150","150","40460","38000"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Commercial","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Communications","Heterosexual / straight","150","145","38310","33660"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Communications","LGBO","15","15","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Communications","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Communications","Unknown","60","55","36890","30260"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Heterosexual / straight","385","375","40390","37100"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","LGBO","30","30","40570","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Undeclared","50","45","39060","36640"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","Unknown","115","110","42450","39780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Finance","Heterosexual / straight","340","330","43250","41630"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Finance","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Finance","Undeclared","40","35","43140","42750"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Finance","Unknown","55","55","43050","40230"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","Heterosexual / straight","100","95","36180","30980"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Human Resources","Unknown","20","15","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Legal","Heterosexual / straight","50","50","54200","55990"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Heterosexual / straight","460","440","41000","36780"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","LGBO","30","30","44750","36960"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Undeclared","40","40","46170","40940"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Operational Delivery","Unknown","55","50","36150","33610"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Policy","Heterosexual / straight","1870","1785","45660","41140"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Policy","LGBO","180","175","44860","40260"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Policy","Undeclared","195","190","44770","40940"
"In post","2021","Department for Education (excl. agencies)","Department for Education","Policy","Unknown","555","530","46930","42580"
